Fuel_Type,Kilometers_Driven,Transmission_Type,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,Car_Price,Registration_Year,No_of_Seats,Engine_CC,Mileage(kmpl),Location
Petrol,70000,Manual,1,MG,MG Hector,2021,16.95,2021,5,1451,15.81,Delhi
Petrol,5732,Manual,1,Hyundai,Hyundai i20,2021,8.74,2021,5,1197,21.0,Delhi
Petrol,53034,Manual,1,Honda,Honda Amaze,2018,5.96,2018,5,1199,19.5,Delhi
Petrol,80000,Manual,3,Honda,Honda City,2009,1.79,2009,5,1497,17.0,Delhi
Petrol,66462,Manual,2,Maruti,Maruti Baleno,2017,5.01,2017,5,1197,21.4,Delhi
Diesel,70000,Manual,1,Mahindra,Mahindra XUV500,2013,5.75,2013,7,2179,15.1,Delhi
Petrol,52444,Manual,1,Maruti,Maruti Baleno,2017,4.95,2017,5,1197,21.4,Delhi
Diesel,60000,Manual,1,Tata,Tata Safari Storme,2014,5.0,2014,7,2179,14.0,Delhi
Petrol,40000,Automatic,2,MG,MG Hector,2019,15.0,2019,5,1451,13.96,Delhi
Petrol,10000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,7.25,2022,5,1197,20.7,Delhi
Petrol,10000,Manual,1,Toyota,Toyota Urban cruiser,2022,10.3,2022,5,1462,17.03,Delhi
Diesel,70000,Manual,1,Maruti,Maruti Ciaz,2017,6.5,2017,5,1248,28.09,Delhi
Petrol,14000,Automatic,1,Hyundai,Hyundai Grand i10,2014,4.5,2014,5,1197,18.9,Delhi
Diesel,39500,Manual,1,Ford,Ford Ecosport,2019,6.89,2019,5,1498,21.7,Delhi
Petrol,64213,Manual,1,Skoda,Skoda Octavia,2018,12.5,2018,5,1395,16.7,Delhi
Petrol,20000,Manual,2,Maruti,Maruti Alto 800,2021,3.1,2021,5,796,22.05,Delhi
Petrol,60000,Manual,1,Kia,Kia Seltos,2019,12.0,2019,5,1353,16.5,Delhi
Diesel,120000,Manual,1,Isuzu,Isuzu D-Max,2018,12.8,2018,5,2499,12.4,Delhi
Petrol,48768,Manual,2,Hyundai,Hyundai Grand i10,2017,4.52,2017,5,1197,18.9,Delhi
Petrol,91970,Manual,2,Maruti,Maruti Celerio,2020,4.04,2020,5,998,25.24,Delhi
Petrol,7100,Automatic,1,Kia,Kia Seltos,2023,20.25,2023,5,1482,17.9,Delhi
Petrol,34936,Manual,1,Maruti,Maruti Baleno,2016,4.73,2016,5,1197,21.4,Delhi
Petrol,64071,Manual,3,Honda,Honda Jazz,2011,2.52,2011,5,1198,16.7,Delhi
Petrol,10000,Manual,1,Honda,Honda WR-V,2022,9.5,2022,5,1199,16.5,Delhi
Petrol,60443,Automatic,1,Maruti,Maruti Baleno,2018,6.33,2018,5,1197,21.4,Delhi
Petrol,56000,Automatic,1,Honda,Honda City,2017,8.75,2017,5,1497,18.0,Delhi
Petrol,10056,Manual,2,Maruti,Maruti Swift,2015,4.13,2015,5,1197,22.38,Delhi
Petrol,13000,Manual,1,Honda,Honda City,2020,11.0,2020,5,1497,17.4,Delhi
Diesel,80000,Manual,1,Hyundai,Hyundai Creta,2020,12.5,2020,5,1493,14.0,Delhi
Diesel,53000,Automatic,1,Land Rover,Land Rover Range Rover Evoque,2019,41.5,2019,5,1999,15.68,Delhi
Petrol,110000,Manual,2,Maruti,Maruti Grand Vitara,2012,6.5,2012,5,2393,10.4,Delhi
Petrol,60000,Manual,1,Maruti,Maruti Wagon R,2012,3.0,2012,5,998,18.9,Delhi
Petrol,22000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2022,57.0,2022,5,1496,16.9,Delhi
Petrol,30000,Manual,1,Maruti,Maruti Swift,2022,7.13,2022,5,1197,22.38,Delhi
Petrol,90000,Automatic,2,Ford,Ford Ecosport,2015,5.15,2015,5,1499,15.63,Delhi
Petrol,50000,Manual,1,Maruti,Maruti Baleno,2020,6.0,2020,5,1197,21.01,Delhi
Diesel,22000,Automatic,1,Tata,Tata Harrier,2022,20.9,2022,5,1956,14.6,Delhi
Petrol,48000,Automatic,1,Maruti,Maruti Ciaz,2016,6.9,2016,5,1373,19.12,Delhi
Petrol,35467,Manual,1,Maruti,Maruti Baleno,2016,5.13,2016,5,1197,21.4,Delhi
Petrol,54481,Automatic,1,Hyundai,Hyundai Verna,2017,8.5,2017,5,1591,17.0,Delhi
Petrol,24000,Manual,1,Maruti,Maruti Brezza,2022,8.35,2022,5,1462,20.15,Delhi
Petrol,76181,Manual,1,Hyundai,Hyundai Grand i10,2017,4.39,2017,5,1197,18.9,Delhi
Petrol,23842,Manual,1,Maruti,Maruti Baleno,2020,7.2,2020,5,1197,21.01,Delhi
Petrol,20000,Manual,2,Maruti,Maruti Vitara Brezza,2022,9.42,2022,5,1462,17.03,Delhi
Petrol,94407,Automatic,1,Honda,Honda City,2014,5.38,2014,5,1497,18.0,Delhi
Petrol,80000,Manual,1,Hyundai,Hyundai Accent,2009,1.0,2009,5,1495,16.36,Delhi
Petrol,124245,Manual,1,Maruti,Maruti Baleno,2016,4.91,2016,5,1197,21.4,Delhi
Petrol,5100,Automatic,1,Honda,Honda Amaze,2022,9.25,2022,5,1199,18.3,Delhi
Petrol,30000,Manual,1,Toyota,Toyota Urban cruiser,2022,10.6,2022,5,1462,17.03,Delhi
Diesel,120000,Manual,2,Toyota,Toyota Fortuner,2012,9.0,2012,7,2982,13.0,Delhi
Diesel,50000,Manual,1,Maruti,Maruti Vitara Brezza,2018,6.7,2018,5,1248,24.3,Delhi
Petrol,89698,Manual,1,Ford,Ford Ecosport,2017,5.0,2017,5,999,18.88,Delhi
Diesel,18000,Automatic,2,Audi,Audi A4,2014,12.5,2014,5,1968,16.55,Delhi
Petrol,100000,Manual,3,Maruti,Maruti Swift,2009,1.1,2009,5,1298,16.1,Delhi
Petrol,60000,Manual,2,Hyundai,Hyundai Santro Xing,2010,1.5,2010,5,1086,17.92,Delhi
Diesel,30000,Automatic,2,Ford,Ford Endeavour,2019,32.0,2019,7,3198,10.91,Delhi
Lpg,30000,Manual,1,Hyundai,Hyundai i10,2014,2.4,2014,5,1086,19.0,Delhi
Petrol,100000,Manual,3,Honda,Honda City,2014,4.6,2014,5,1497,17.4,Delhi
Petrol,58193,Manual,1,Hyundai,Hyundai Grand i10,2016,4.11,2017,5,1197,18.9,Delhi
Petrol,68621,Manual,2,Maruti,Maruti Baleno,2017,4.81,2017,5,1197,21.4,Delhi
Petrol,50000,Manual,1,Honda,Honda WR-V,2017,6.7,2017,5,1199,17.5,Delhi
Petrol,23399,Manual,1,Maruti,Maruti Baleno,2020,7.24,2020,5,1197,21.01,Delhi
Petrol,60915,Manual,1,Hyundai,Hyundai i20 Active,2017,5.46,2017,5,1197,17.19,Delhi
Cng,44000,Manual,1,Maruti,Maruti Ertiga,2018,7.99,2018,7,1373,17.5,Delhi
Petrol,101297,Manual,1,Volkswagen,Volkswagen Polo,2013,2.78,2013,5,1198,16.47,Delhi
Petrol,10000,Automatic,1,Honda,Honda City,2023,15.75,2023,5,1498,18.4,Delhi
Petrol,73883,Manual,1,Honda,Honda Brio,2013,2.61,2013,5,1198,19.4,Delhi
Diesel,75000,Manual,1,Tata,Tata Safari Storme,2014,4.15,2014,7,2179,14.0,Delhi
Diesel,69000,Manual,1,Mahindra,Mahindra KUV 100 NXT,2018,3.99,2018,5,1198,25.32,Delhi
Petrol,58632,Automatic,1,Hyundai,Hyundai i10,2011,2.2,2011,5,1197,16.95,Delhi
Petrol,41352,Automatic,1,Honda,Honda Civic,2011,3.3,2011,5,1799,13.9,Delhi
Petrol,37000,Manual,1,Maruti,Maruti Swift Dzire,2015,4.35,2015,5,1197,19.1,Delhi
Petrol,20100,Automatic,1,MG,MG Hector,2021,17.5,2021,5,1451,14.0,Delhi
Diesel,50000,Automatic,1,Mahindra,Mahindra XUV500,2019,14.75,2019,7,2179,15.1,Delhi
Petrol,90000,Manual,1,Maruti,Maruti Ignis,2018,4.5,2018,5,1197,20.89,Delhi
Petrol,7800,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,44.0,2020,5,1950,11.9,Delhi
Diesel,120000,Manual,1,Maruti,Maruti Swift Dzire,2016,3.8,2016,5,1248,26.59,Delhi
Petrol,59014,Manual,1,Maruti,Maruti Baleno,2020,6.75,2020,5,1197,21.01,Delhi
Petrol,43148,Automatic,1,Honda,Honda Brio,2017,5.27,2017,5,1198,16.5,Delhi
Diesel,79000,Automatic,1,Ford,Ford Endeavour,2019,29.9,2019,7,2198,12.62,Delhi
Petrol,89352,Manual,1,Maruti,Maruti Swift Dzire,2015,3.8,2015,5,1197,22.41,Delhi
Petrol,38511,Manual,1,Tata,Tata Tigor,2021,6.89,2021,5,1199,19.28,Delhi
Diesel,54000,Automatic,1,Mercedes-Benz,Mercedes-Benz M-Class,2015,24.0,2015,5,2143,15.26,Delhi
Petrol,66584,Manual,1,Maruti,Maruti Baleno,2016,4.74,2016,5,1197,21.4,Delhi
Diesel,48000,Automatic,1,Ford,Ford Endeavour,2017,25.5,2017,7,3198,10.91,Delhi
Petrol,19418,Manual,1,Maruti,Maruti Ignis,2020,5.77,2020,5,1197,20.89,Delhi
Petrol,72000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2016,25.5,2016,5,1991,14.74,Delhi
Petrol,23000,Automatic,1,Toyota,Toyota Yaris,2018,8.95,2018,5,1496,17.8,Delhi
Petrol,50000,Manual,1,Nissan,Nissan Sunny,2012,2.5,2012,5,1498,16.95,Delhi
Diesel,20000,Manual,1,Kia,Kia Sonet,2022,10.25,2022,5,1493,14.0,Delhi
Petrol,42000,Manual,1,Hyundai,Hyundai Venue,2020,6.5,2020,5,1197,17.52,Delhi
Petrol,600,Automatic,1,Maruti,Maruti Ciaz,2023,11.75,2023,5,1462,20.04,Delhi
Petrol,30000,Manual,3,Chevrolet,Chevrolet Optra,2010,1.86,2010,5,1598,12.9,Delhi
Petrol,70000,Manual,1,Nissan,Nissan Sunny,2012,2.5,2012,5,1498,16.95,Delhi
Diesel,136288,Manual,1,Hyundai,Hyundai i20,2015,4.25,2015,5,1396,22.54,Delhi
Petrol,48000,Manual,1,Hyundai,Hyundai Grand i10,2015,4.25,2015,5,1197,18.9,Delhi
Petrol,49707,Manual,1,Hyundai,Hyundai Grand i10,2019,5.23,2019,5,1197,18.9,Delhi
Petrol,59443,Manual,1,Honda,Honda Brio,2012,2.4,2012,5,1198,19.4,Delhi
Cng,30000,Manual,1,Maruti,Maruti Swift Dzire Tour,2022,7.54,2022,5,1197,31.12,Delhi
Petrol,52000,Automatic,1,Jeep,Jeep Compass,2017,12.85,2017,5,1368,16.0,Delhi
Diesel,40398,Automatic,1,Mahindra,Mahindra XUV500,2019,13.17,2019,7,2179,15.1,Delhi
Petrol,50000,Manual,1,Jeep,Jeep Compass,2019,14.65,2019,5,1368,16.0,Delhi
Petrol,84181,Manual,2,Hyundai,Hyundai i20,2017,4.91,2018,5,1197,18.6,Delhi
Petrol,10000,Manual,1,Mahindra,Mahindra KUV 100 NXT,2018,5.5,2018,6,1198,18.15,Delhi
Diesel,66434,Manual,1,Maruti,Maruti Swift,2018,6.18,2018,5,1248,28.4,Delhi
Petrol,40000,Automatic,1,Ford,Ford Ecosport,2018,7.75,2018,5,1497,14.8,Delhi
Diesel,100000,Manual,1,Tata,Tata Safari Storme,2013,4.0,2013,7,2179,14.0,Delhi
Diesel,51800,Automatic,1,Toyota,Toyota Fortuner,2018,33.5,2018,7,2755,15.04,Delhi
Petrol,100000,Manual,5,Honda,Honda Civic,2010,2.0,2010,5,1799,14.8,Delhi
Petrol,70000,Manual,2,Hyundai,Hyundai i20,2019,5.1,2019,5,1197,18.6,Delhi
Diesel,87000,Automatic,1,Audi,Audi Q3,2013,8.7,2013,5,1968,15.73,Delhi
Petrol,7000,Manual,1,Maruti,Maruti XL6,2021,11.0,2021,6,1462,19.01,Delhi
Diesel,60000,Automatic,2,Maruti,Maruti Ignis,2017,4.45,2017,5,1248,26.8,Delhi
Petrol,88710,Automatic,1,Ford,Ford Ecosport,2015,5.47,2016,5,1499,16.5,Delhi
Petrol,47644,Manual,1,Maruti,Maruti Baleno,2019,6.26,2019,5,1197,21.4,Delhi
Diesel,40000,Manual,1,Mahindra,Mahindra XUV500,2017,12.0,2017,7,2179,16.0,Delhi
Petrol,100505,Manual,1,Maruti,Maruti Baleno,2016,4.45,2016,5,1197,21.4,Delhi
Petrol,106648,Manual,1,Hyundai,Hyundai i20,2015,4.58,2015,5,1197,18.6,Delhi
Cng,60000,Manual,2,Hyundai,Hyundai Santro Xing,2014,2.05,2014,5,1086,11.88,Delhi
Cng,53481,Manual,1,Maruti,Maruti Wagon R,2019,5.07,2019,5,998,33.54,Delhi
Petrol,40000,Manual,2,Maruti,Maruti Wagon R,2012,2.4,2012,5,998,18.9,Delhi
Petrol,25050,Manual,1,Maruti,Maruti Baleno,2019,7.13,2019,5,1197,21.4,Delhi
Diesel,77000,Manual,1,Mahindra,Mahindra XUV500,2016,8.9,2016,7,1997,16.0,Delhi
Petrol,120000,Manual,4,Maruti,Maruti Swift,2006,1.35,2006,5,1298,16.1,Delhi
Petrol,58000,Manual,1,Honda,Honda Amaze,2014,3.9,2014,5,1198,18.0,Delhi
Petrol,96000,Manual,1,Honda,Honda City,2014,5.75,2014,5,1497,17.8,Delhi
Cng,51000,Manual,1,Maruti,Maruti Celerio,2019,4.0,2019,5,998,31.79,Delhi
Diesel,70000,Manual,1,Honda,Honda Jazz,2015,3.5,2015,5,1498,27.3,Delhi
Diesel,27000,Automatic,1,Hyundai,Hyundai Alcazar,2022,20.5,2022,7,1498,18.1,Delhi
Petrol,32456,Manual,1,Tata,Tata Nexon,2020,8.25,2022,5,1199,17.33,Delhi
Diesel,15000,Automatic,1,Mahindra,Mahindra Thar,2021,16.5,2021,4,2184,21.0,Delhi
Petrol,34940,Manual,1,Hyundai,Hyundai Verna,2021,9.5,2021,5,1497,17.7,Delhi
Diesel,70000,Manual,3,Hyundai,Hyundai Verna,2016,5.0,2016,5,1582,23.9,Delhi
Petrol,73679,Manual,1,Maruti,Maruti Baleno,2019,6.08,2019,5,1197,21.4,Delhi
Petrol,32722,Manual,2,Hyundai,Hyundai Grand i10,2017,4.23,2017,5,1197,18.9,Delhi
Petrol,70000,Automatic,2,Volkswagen,Volkswagen Polo,2018,8.0,2018,5,1197,17.21,Delhi
Petrol,59059,Manual,1,Hyundai,Hyundai Verna,2019,9.22,2019,5,1591,17.0,Delhi
Petrol,34332,Manual,2,Hyundai,Hyundai Grand i10,2017,4.33,2017,5,1197,18.9,Delhi
Diesel,72194,Manual,1,Ford,Ford Ecosport,2018,5.25,2018,5,1498,21.7,Delhi
Petrol,56740,Manual,1,Maruti,Maruti Baleno,2017,5.26,2017,5,1197,21.4,Delhi
Diesel,72490,Manual,1,Mahindra,Mahindra TUV 300,2019,6.55,2019,7,1493,18.49,Delhi
Petrol,35828,Manual,1,Hyundai,Hyundai Grand i10,2018,4.59,2019,5,1197,18.9,Delhi
Diesel,57088,Automatic,1,Audi,Audi Q3,2015,14.5,2015,5,1968,15.73,Delhi
Petrol,70382,Automatic,1,Toyota,Toyota Yaris,2020,8.65,2020,5,1496,17.8,Delhi
Petrol,20000,Manual,1,Maruti,Maruti Ignis,2022,5.5,2022,5,1197,20.89,Delhi
Diesel,17000,Automatic,1,Hyundai,Hyundai Verna,2018,11.25,2018,5,1582,22.0,Delhi
Petrol,30000,Automatic,1,MG,MG Hector,2020,15.0,2020,5,1451,13.96,Delhi
Petrol,70000,Manual,1,Honda,Honda Jazz,2012,2.61,2012,5,1198,16.7,Delhi
Petrol,65202,Automatic,1,Maruti,Maruti Ertiga,2019,9.5,2019,7,1462,18.69,Delhi
Petrol,72000,Manual,1,Maruti,Maruti Ertiga,2013,4.85,2013,7,1373,16.02,Delhi
Cng,45313,Manual,1,Maruti,Maruti Wagon R,2021,5.1,2021,5,998,32.52,Delhi
Diesel,40000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2015,25.0,2015,5,2143,19.27,Delhi
Diesel,120000,Manual,1,Mahindra,Mahindra XUV500,2014,6.64,2014,7,2179,15.1,Delhi
Petrol,54235,Manual,2,Maruti,Maruti Ritz,2014,2.84,2014,5,1197,18.5,Delhi
Petrol,52777,Automatic,1,Maruti,Maruti Ignis,2018,5.2,2018,5,1197,20.89,Delhi
Petrol,26000,Manual,1,Hyundai,Hyundai i20,2018,5.9,2018,5,1197,18.6,Delhi
Petrol,77937,Manual,1,Skoda,Skoda Rapid,2018,6.55,2019,5,1598,15.41,Delhi
Petrol,40663,Manual,1,Tata,Tata Tigor,2021,6.99,2021,5,1199,19.28,Delhi
Petrol,40000,Manual,1,Hyundai,Hyundai Grand i10,2015,3.95,2015,5,1197,18.9,Delhi
Petrol,115500,Manual,1,Toyota,Toyota Etios,2011,2.17,2011,5,1496,17.6,Delhi
Petrol,67000,Automatic,1,Skoda,Skoda Superb,2015,9.4,2015,5,1798,13.7,Delhi
Petrol,16312,Manual,1,Hyundai,Hyundai Creta,2016,8.87,2016,5,1591,13.0,Delhi
Petrol,60000,Manual,2,Maruti,Maruti Swift Dzire,2016,4.8,2016,5,1197,20.85,Delhi
Petrol,90000,Manual,1,Honda,Honda Mobilio,2014,4.25,2014,7,1497,17.3,Delhi
Cng,67000,Manual,1,Hyundai,Hyundai Grand i10,2018,4.95,2018,5,1197,18.9,Delhi
Petrol,80000,Manual,2,Maruti,Maruti Ciaz,2015,5.5,2015,5,1373,20.73,Delhi
Petrol,60000,Manual,1,Hyundai,Hyundai i10,2011,1.37,2011,5,1086,19.81,Delhi
Petrol,34253,Automatic,1,Honda,Honda City,2015,5.65,2015,5,1497,18.0,Delhi
Petrol,27000,Automatic,1,Kia,Kia Seltos,2019,12.9,2019,5,1497,16.8,Delhi
Petrol,64000,Automatic,2,Maruti,Maruti Celerio,2017,3.55,2017,5,998,23.1,Delhi
Petrol,67827,Manual,1,Hyundai,Hyundai Xcent,2015,3.86,2015,5,1197,19.1,Delhi
Petrol,79094,Manual,1,Maruti,Maruti Baleno,2018,5.14,2018,5,1197,21.4,Delhi
Petrol,64589,Manual,2,Hyundai,Hyundai Verna,2012,3.25,2012,5,1591,17.01,Delhi
Petrol,88309,Manual,1,Hyundai,Hyundai i20 Active,2015,5.08,2015,5,1197,17.19,Delhi
Petrol,66688,Manual,2,Maruti,Maruti Swift,2018,5.67,2018,5,1197,22.38,Delhi
Petrol,20000,Manual,1,Maruti,Maruti Baleno,2022,6.7,2022,5,1197,21.01,Delhi
Petrol,60653,Automatic,1,Maruti,Maruti Ciaz,2018,7.6,2018,5,1462,20.28,Delhi
Diesel,70000,Automatic,1,Kia,Kia Carnival,2022,33.5,2022,7,2199,14.11,Delhi
Petrol,86527,Manual,1,Hyundai,Hyundai Grand i10,2017,3.98,2017,5,1197,18.9,Delhi
Petrol,67000,Manual,1,Honda,Honda Amaze,2017,4.85,2017,5,1199,19.5,Delhi
Petrol,70000,Manual,3,Honda,Honda Jazz,2009,1.35,2009,5,1198,16.0,Delhi
Petrol,70000,Automatic,3,Ford,Ford Ecosport,2013,3.0,2013,5,1499,16.5,Delhi
Petrol,70311,Manual,1,Honda,Honda Amaze,2018,5.25,2018,5,1199,18.6,Delhi
Petrol,54000,Manual,1,Tata,Tata Tiago,2016,3.75,2016,5,1199,23.84,Delhi
Petrol,80000,Manual,3,Honda,Honda City,2009,1.3,2009,5,1497,17.0,Delhi
Diesel,52000,Manual,1,Honda,Honda WR-V,2017,5.95,2017,5,1498,25.5,Delhi
Petrol,20000,Manual,1,Maruti,Maruti Wagon R,2010,2.0,2010,5,1061,18.9,Delhi
Diesel,80000,Manual,1,Hyundai,Hyundai i20,2019,5.31,2019,5,1396,22.54,Delhi
Petrol,110000,Manual,3,Maruti,Maruti Wagon R,2009,1.5,2009,5,1061,18.9,Delhi
Diesel,15000,Automatic,1,Mahindra,Mahindra Thar,2021,16.25,2021,4,2184,21.0,Delhi
Cng,69821,Manual,1,Maruti,Maruti Wagon R,2019,5.03,2020,5,998,33.54,Delhi
Petrol,12754,Manual,1,Tata,Tata Altroz,2021,8.62,2022,5,1199,18.05,Delhi
Petrol,69000,Manual,1,Toyota,Toyota Corolla Altis,2017,8.8,2017,5,1798,14.28,Delhi
Petrol,98390,Manual,1,Maruti,Maruti Wagon R,2014,2.72,2014,5,998,20.51,Delhi
Petrol,84195,Automatic,1,Maruti,Maruti Ciaz,2016,6.27,2016,5,1373,19.12,Delhi
Petrol,17000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,28.5,2018,5,1991,15.04,Delhi
Petrol,77184,Manual,1,Maruti,Maruti Ignis,2017,4.28,2017,5,1197,20.89,Delhi
Petrol,40000,Manual,1,Tata,Tata Manza,2012,1.75,2012,5,1368,13.7,Delhi
Petrol,82848,Manual,1,Hyundai,Hyundai Grand i10,2017,4.14,2017,5,1197,18.9,Delhi
Petrol,30000,Automatic,1,Tata,Tata Tiago,2019,5.1,2019,5,1199,23.84,Delhi
Petrol,50000,Manual,1,Honda,Honda Jazz,2016,5.5,2016,5,1199,18.7,Delhi
Diesel,40000,Automatic,1,Toyota,Toyota Innova Crysta,2022,23.41,2022,7,2393,12.0,Delhi
Petrol,70000,Manual,1,Maruti,Maruti Alto K10,2013,1.7,2013,5,998,20.92,Delhi
Petrol,47688,Manual,1,Maruti,Maruti Baleno,2017,4.5,2017,5,1197,21.01,Delhi
Petrol,100000,Manual,3,Toyota,Toyota Corolla Altis,2009,1.1,2009,5,1798,14.53,Delhi
Diesel,90000,Manual,2,Nissan,Nissan Micra,2014,2.0,2014,5,1461,23.08,Delhi
Petrol,40000,Manual,2,Mahindra,Mahindra KUV 100 NXT,2018,3.5,2018,6,1198,18.15,Delhi
Diesel,50000,Manual,1,Renault,Renault Duster,2016,4.1,2016,5,1461,19.87,Delhi
Petrol,30000,Manual,2,Toyota,Toyota Corolla Altis,2012,5.0,2012,5,1798,14.53,Delhi
Petrol,106711,Automatic,2,Maruti,Maruti Baleno,2018,5.43,2018,5,1197,21.4,Delhi
Petrol,83741,Manual,1,Hyundai,Hyundai i20,2017,5.14,2017,5,1197,18.6,Delhi
Diesel,50000,Automatic,1,Audi,Audi Q5,2014,11.5,2014,5,1968,14.16,Delhi
Diesel,105792,Manual,1,Volkswagen,Volkswagen Vento,2018,7.47,2018,5,1498,22.27,Delhi
Petrol,88750,Manual,1,Maruti,Maruti Baleno,2019,5.93,2019,5,1197,21.4,Delhi
Diesel,70000,Manual,1,Mahindra,Mahindra XUV500,2014,9.0,2014,7,2179,15.1,Delhi
Petrol,89972,Manual,1,Hyundai,Hyundai i20 Active,2018,5.39,2018,5,1197,17.19,Delhi
Petrol,50000,Manual,1,Volkswagen,Volkswagen Vento,2014,3.35,2014,5,1598,15.04,Delhi
Petrol,36785,Manual,2,Honda,Honda Jazz,2019,5.94,2019,5,1199,18.2,Delhi
Petrol,48000,Manual,1,Hyundai,Hyundai Verna,2019,9.1,2019,5,1368,19.1,Delhi
Petrol,20000,Manual,1,Mahindra,Mahindra XUV700,2021,19.25,2021,7,1999,19.0,Delhi
Petrol,7000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2023,60.0,2023,5,1496,16.9,Delhi
Petrol,50000,Automatic,1,Renault,Renault Triber,2021,7.6,2021,7,999,18.2,Delhi
Diesel,40000,Manual,1,Maruti,Maruti Vitara Brezza,2016,4.9,2016,5,1248,24.3,Delhi
Petrol,59000,Manual,1,Hyundai,Hyundai i20,2017,5.21,2017,5,1197,18.6,Delhi
Petrol,70000,Automatic,1,Jeep,Jeep Compass,2019,14.0,2019,5,1368,16.0,Delhi
Diesel,110000,Manual,1,Kia,Kia Seltos,2019,9.0,2019,5,1493,20.8,Delhi
Diesel,100000,Manual,1,Mahindra,Mahindra Scorpio,2015,9.5,2015,7,2179,15.4,Delhi
Diesel,30000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLS,2017,55.0,2017,7,2987,11.0,Delhi
Petrol,48000,Manual,1,Skoda,Skoda Rapid,2020,7.65,2020,5,999,18.97,Delhi
Petrol,22424,Manual,1,Hyundai,Hyundai Xcent,2017,5.55,2017,5,1197,20.14,Delhi
Petrol,58147,Manual,1,Hyundai,Hyundai Xcent,2017,4.77,2017,5,1197,20.14,Delhi
Petrol,67000,Manual,1,Hyundai,Hyundai Grand i10,2015,3.41,2015,5,1197,18.9,Delhi
Petrol,112479,Automatic,1,Maruti,Maruti Celerio,2019,4.76,2020,5,998,23.1,Delhi
Petrol,25494,Automatic,1,Maruti,Maruti Swift Dzire,2018,6.11,2018,5,1197,21.21,Delhi
Diesel,78000,Automatic,2,Hyundai,Hyundai Creta,2016,7.9,2016,5,1582,17.01,Delhi
Petrol,51276,Manual,2,Hyundai,Hyundai i20,2016,5.13,2016,5,1197,18.6,Delhi
Diesel,85000,Manual,1,Hyundai,Hyundai Creta,2017,8.25,2017,5,1582,19.67,Delhi
Petrol,75402,Manual,2,Honda,Honda Jazz,2018,5.84,2018,5,1199,18.7,Delhi
Petrol,109000,Manual,1,Toyota,Toyota Corolla Altis,2014,6.65,2014,5,1798,14.28,Delhi
Petrol,14500,Automatic,1,BMW,BMW 5 Series,2021,63.5,2021,5,1998,15.01,Delhi
Diesel,76000,Automatic,2,Audi,Audi Q7,2017,46.0,2017,7,2967,14.75,Delhi
Petrol,34000,Manual,1,Honda,Honda Amaze,2017,4.75,2017,5,1198,17.8,Delhi
Petrol,80000,Manual,2,Hyundai,Hyundai Xcent,2015,3.3,2015,5,1197,19.1,Delhi
Diesel,60000,Automatic,1,Honda,Honda Amaze,2018,6.35,2018,5,1498,23.8,Delhi
Diesel,60000,Manual,1,Nissan,Nissan Terrano,2014,3.99,2014,5,1461,19.01,Delhi
Petrol,59000,Manual,2,Maruti,Maruti Swift Dzire,2014,4.2,2014,5,1197,19.1,Delhi
Diesel,99000,Manual,1,Ford,Ford Ecosport,2016,4.6,2016,5,1498,21.7,Delhi
Petrol,17000,Automatic,1,Jeep,Jeep Compass,2021,23.75,2021,5,1368,14.1,Delhi
Petrol,79982,Manual,1,Maruti,Maruti Ciaz,2018,7.2,2018,5,1462,21.56,Delhi
Petrol,67047,Automatic,1,Honda,Honda City,2017,8.46,2017,5,1497,18.0,Delhi
Diesel,50000,Manual,1,Volkswagen,Volkswagen Jetta,2012,5.0,2012,5,1968,19.33,Delhi
Petrol,85782,Manual,1,Maruti,Maruti Baleno,2017,4.71,2017,5,1197,21.4,Delhi
Petrol,99547,Manual,1,Maruti,Maruti Baleno,2016,4.46,2016,5,1197,21.4,Delhi
Petrol,30000,Automatic,1,Renault,Renault KWID,2018,3.65,2018,5,999,24.04,Delhi
Petrol,69455,Manual,1,Maruti,Maruti Celerio,2017,3.54,2017,5,998,25.24,Delhi
Petrol,14000,Automatic,1,Volkswagen,Volkswagen Taigun,2022,16.5,2022,5,1498,17.88,Delhi
Petrol,40738,Automatic,1,Ford,Ford Ecosport,2019,8.78,2019,5,1497,14.8,Delhi
Petrol,76000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2015,19.1,2015,5,1796,11.7,Delhi
Petrol,30000,Manual,1,Maruti,Maruti Swift,2020,5.25,2020,5,1197,21.21,Delhi
Diesel,50000,Manual,1,Ford,Ford Ecosport,2020,8.3,2020,5,1498,23.0,Delhi
Petrol,90000,Manual,2,Nissan,Nissan Sunny,2012,2.0,2012,5,1498,16.95,Delhi
Petrol,10700,Automatic,1,Honda,Honda City,2022,13.45,2022,5,1498,18.3,Delhi
Petrol,10000,Automatic,1,Honda,Honda City,2022,13.45,2022,5,1498,18.3,Delhi
